"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 07 14:03:24 GMT 2024","Fri Jun 07 14:03:25 GMT 2024","682","tests","test_login","","","","test_failed_login",""
"passed","Fri Jun 07 14:03:13 GMT 2024","Fri Jun 07 14:03:13 GMT 2024","19","tests.api","test_api_login","","","","test_should_return_400_if_username_or_password_too_short",""
"passed","Fri Jun 07 14:03:12 GMT 2024","Fri Jun 07 14:03:13 GMT 2024","758","tests.api","test_api_login","","","","test_successful_api_login",""
"passed","Fri Jun 07 14:03:18 GMT 2024","Fri Jun 07 14:03:21 GMT 2024","2494","tests","test_edit","","","","test_edit",""
"passed","Fri Jun 07 14:03:15 GMT 2024","Fri Jun 07 14:03:16 GMT 2024","691","tests","test_edit","","","","test_autocomplete",""
"passed","Fri Jun 07 14:03:13 GMT 2024","Fri Jun 07 14:03:13 GMT 2024","316","tests.api","test_api_login","","","","test_should_return_422_on_wrong_username",""
"passed","Fri Jun 07 14:03:23 GMT 2024","Fri Jun 07 14:03:23 GMT 2024","685","tests","test_login","","","","test_successful_login",""
"passed","Fri Jun 07 14:03:22 GMT 2024","Fri Jun 07 14:03:22 GMT 2024","44","tests","test_home","","","","test_successful_login",""
